============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.14-s082_1
  Generated on:           May 20 2023  06:21:47 am
  Module:                 sdc300_chip
  Operating conditions:   ssg_cworst_max_0p99v_125c (balanced_tree)
  Operating conditions:   ssg_cworst_max_0p99v_m40c (balanced_tree)
  Wireload mode:          top
  Area mode:              timing library
============================================================

                                                                         Leakage                                                                          Library 
                     Gate                      Instances      Area      Power (nW)                                 Library                                 Domain 
INV_X2P5B_A7TEHULP_C50                               986       734.373      41.494    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X2P5B_A7TSULP_C50                                 79        58.839      23.471    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X2P5M_A7TEHULP_C50                               892       664.362      36.722    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X2P5M_A7TSULP_C50                                 92        68.522      30.275    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X3B_A7TEHULP_C50                                 374       278.555      15.448    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X3B_A7TSULP_C50                                   50        37.240      16.231    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X3M_A7TEHULP_C50                                 785       584.668      40.162    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X3M_A7TSULP_C50                                   30        22.344      12.132    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X3P5B_A7TEHULP_C50                               159       148.029       8.537    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X3P5B_A7TSULP_C50                                 52        48.412      21.497    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X3P5M_A7TEHULP_C50                               294       273.714      16.749    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X3P5M_A7TSULP_C50                                  9         8.379       4.869    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X4B_A7TEHULP_C50                                 490       456.190      28.219    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X4B_A7TSULP_C50                                   21        19.551       9.273    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X4M_A7TEHULP_C50                                 370       344.470      21.737    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X4M_A7TSULP_C50                                    4         3.724       1.782    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X5B_A7TEHULP_C50                                 149       166.463      10.251    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X5B_A7TSULP_C50                                   27        30.164      14.471    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X5M_A7TEHULP_C50                                 270       301.644      21.055    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X5M_A7TSULP_C50                                   19        21.227      16.844    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X6B_A7TEHULP_C50                                  89       116.003       7.704    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X6B_A7TSULP_C50                                    6         7.820       3.238    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X6M_A7TEHULP_C50                                 460       599.564      37.608    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X6M_A7TSULP_C50                                   12        15.641      12.350    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X7P5B_A7TEHULP_C50                               475       796.005      49.868    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X7P5B_A7TSULP_C50                                 18        30.164      14.461    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X7P5M_A7TEHULP_C50                               177       296.617      17.402    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X7P5M_A7TSULP_C50                                  5         8.379       5.456    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X9B_A7TEHULP_C50                                  58       107.996       4.846    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
INV_X9B_A7TLULP_C50                                    1         1.862       3.991    sc7mc_cln40ulp_base_lvtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X9B_A7TSULP_C50                                    2         3.724       1.537    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
INV_X9M_A7TEHULP_C50                                 175       325.850      23.633    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
LATNQ_X1M_A7TEHULP_C50                               532       990.584      29.986    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
LVLD_X1M_A7TEHULP_C50                                  4         2.234       0.098    sc7mc_cln40ulp_pmk_ehvtulp_c50_ssg_cworst_max_0p99v_0p99v_125c            0 
LVLUO_X1M_A7TEHULP_C50                                11        77.832       0.566    sc7mc_cln40ulp_pmk_ehvtulp_c50_ssg_cworst_max_0p99v_0p99v_125c            0 
MX2_X1B_A7TEHULP_C50                                 112       187.690       6.703    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MX2_X1B_A7TSULP_C50                                   18        30.164       8.211    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MX2_X1P4B_A7TEHULP_C50                                11        24.578       0.954    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MX2_X1P4B_A7TSULP_C50                                  5        11.172       2.706    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MX2_X2B_A7TEHULP_C50                                  47       105.017       4.443    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MX2_X2B_A7TSULP_C50                                   12        26.813       8.117    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MX2_X3B_A7TEHULP_C50                                  14        44.316       1.961    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MX2_X3B_A7TSULP_C50                                   10        31.654       8.985    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MX2_X4B_A7TEHULP_C50                                   3        11.172       0.453    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MX2_X4B_A7TSULP_C50                                   11        40.964      12.017    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MX2_X6B_A7TEHULP_C50                                   6        32.399       1.475    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MX2_X6B_A7TSULP_C50                                    7        37.799      11.379    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MX2_X8B_A7TEHULP_C50                                   2        12.289       0.628    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MX2_X8B_A7TSULP_C50                                    1         6.145       2.381    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXGL2_X6B_A7TSULP_C50                                  9        56.977      14.999    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXIT2_X1M_A7TEHULP_C50                              1148      1710.061      69.546    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXIT2_X1M_A7TSULP_C50                                229       341.118     125.147    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXIT2_X1P4M_A7TEHULP_C50                               5        11.172       0.573    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXIT2_X1P4M_A7TSULP_C50                               84       187.690      79.836    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXIT2_X2M_A7TEHULP_C50                                26        58.094       3.322    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXIT2_X2M_A7TSULP_C50                                 81       180.986      95.523    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXIT2_X3M_A7TEHULP_C50                                25        79.135       4.682    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXIT2_X3M_A7TSULP_C50                                 34       107.624      52.128    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXIT2_X4M_A7TEHULP_C50                                 1         3.910       0.244    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXIT2_X4M_A7TSULP_C50                                 12        46.922      21.691    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXIT4_X1M_A7TEHULP_C50                                 1         3.910       0.197    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X1B_A7TEHULP_C50                                155       259.749      10.726    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X1B_A7TSULP_C50                                  10        16.758       6.165    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X1M_A7TEHULP_C50                               3724      5547.270     178.523    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X1M_A7TSULP_C50                                  61        90.866      29.007    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X1P4B_A7TEHULP_C50                               45        83.790       3.923    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X1P4B_A7TSULP_C50                                 1         1.862       0.766    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X1P4M_A7TEHULP_C50                               89       165.718       8.025    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X1P4M_A7TSULP_C50                                 1         1.862       0.741    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X2B_A7TEHULP_C50                                  7        13.034       0.639    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X2B_A7TSULP_C50                                   6        11.172       4.775    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X2M_A7TEHULP_C50                                 30        55.860       2.799    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X2M_A7TSULP_C50                                   7        13.034       5.417    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X3B_A7TEHULP_C50                                  9        25.137       1.371    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X3B_A7TSULP_C50                                   2         5.586       2.548    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X3M_A7TEHULP_C50                                  6        16.758       0.952    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X3M_A7TSULP_C50                                   2         5.586       2.575    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X4B_A7TEHULP_C50                                 13        38.730       1.881    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X4B_A7TSULP_C50                                  27        80.438      32.008    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X4M_A7TEHULP_C50                                 70       208.544      11.039    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X4M_A7TSULP_C50                                   1         2.979       1.447    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X6B_A7TEHULP_C50                                146       625.260      32.526    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X6B_A7TSULP_C50                                   4        17.130       8.127    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT2_X6M_A7TEHULP_C50                                 60       256.956      14.227    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT2_X6M_A7TSULP_C50                                   1         4.283       2.146    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
MXT4_X1M_A7TEHULP_C50                                 49       182.476       6.517    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
MXT4_X1P4M_A7TEHULP_C50                                1         3.910       0.171    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2B_X1M_A7TEHULP_C50                              622       579.082      18.008    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2B_X1M_A7TSULP_C50                                46        42.826      10.414    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2B_X1P4M_A7TEHULP_C50                             49        54.743       1.118    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2B_X1P4M_A7TSULP_C50                               4         4.469       1.234    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2B_X2M_A7TEHULP_C50                               20        22.344       0.769    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2B_X2M_A7TSULP_C50                                 1         1.117       0.417    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2B_X3M_A7TEHULP_C50                                1         1.490       0.032    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2B_X3M_A7TSULP_C50                                 1         1.490       0.442    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2B_X4M_A7TEHULP_C50                                5         9.310       0.241    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2B_X4M_A7TSULP_C50                                 1         1.862       0.551    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2B_X6M_A7TEHULP_C50                                6        16.758       0.424    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2B_X6M_A7TSULP_C50                                 2         5.586       1.573    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2B_X8M_A7TSULP_C50                                 1         3.538       1.020    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2XB_X1M_A7TEHULP_C50                           13022      9698.786     355.122    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2XB_X1M_A7TSULP_C50                               92        68.522      22.676    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2XB_X1P4M_A7TEHULP_C50                            45        50.274       1.310    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2XB_X1P4M_A7TSULP_C50                             13        14.524       3.688    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2XB_X2M_A7TEHULP_C50                              76        84.907       3.837    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2XB_X2M_A7TSULP_C50                               19        21.227       7.699    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2XB_X3M_A7TEHULP_C50                               6         8.938       0.359    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2XB_X3M_A7TSULP_C50                                5         7.448       2.736    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2XB_X4M_A7TEHULP_C50                               1         1.862       0.044    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2XB_X4M_A7TSULP_C50                                1         1.862       0.396    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2XB_X6M_A7TEHULP_C50                               3         8.379       0.274    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2XB_X6M_A7TSULP_C50                                1         2.793       0.861    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X1A_A7TEHULP_C50                               749       418.391      14.736    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X1A_A7TSULP_C50                               2026      1131.724     306.495    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X1B_A7TEHULP_C50                              2606      1455.712      46.351    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X1B_A7TSULP_C50                                 40        22.344       5.944    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X1M_A7TEHULP_C50                             76960     42989.856    1190.556    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X1M_A7TSULP_C50                               1253       699.926     148.633    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X1P4A_A7TEHULP_C50                             587       546.497      20.967    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X1P4A_A7TSULP_C50                              183       170.373      45.282    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X1P4B_A7TEHULP_C50                            1903      1771.693      62.984    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X1P4B_A7TSULP_C50                              619       576.289     124.502    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X1P4M_A7TEHULP_C50                            1754      1632.974      32.124    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X1P4M_A7TSULP_C50                              151       140.581      26.276    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X2A_A7TEHULP_C50                               303       282.093      15.057    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X2A_A7TLULP_C50                                  2         1.862       3.193    sc7mc_cln40ulp_base_lvtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X2A_A7TSULP_C50                                277       257.887      87.327    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X2B_A7TEHULP_C50                              1516      1411.396      69.945    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X2B_A7TSULP_C50                                 15        13.965       3.971    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X2M_A7TEHULP_C50                              3634      3383.254     121.237    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X2M_A7TLULP_C50                                  2         1.862       2.257    sc7mc_cln40ulp_base_lvtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X2M_A7TSULP_C50                                146       135.926      37.261    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X3A_A7TEHULP_C50                                73        95.148       5.416    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X3A_A7TSULP_C50                                  6         7.820       2.113    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X3B_A7TEHULP_C50                               329       428.819      20.566    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X3B_A7TSULP_C50                                 81       105.575      38.138    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X3M_A7TEHULP_C50                               383       499.202      19.056    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X3M_A7TSULP_C50                                 47        61.260      15.868    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X4A_A7TEHULP_C50                                51        85.466       6.497    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X4A_A7TSULP_C50                                  3         5.027       1.587    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X4B_A7TEHULP_C50                               277       464.197      33.989    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X4B_A7TSULP_C50                                 30        50.274      16.991    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X4M_A7TEHULP_C50                               482       807.736      31.552    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X4M_A7TSULP_C50                                 15        25.137       7.564    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X6A_A7TEHULP_C50                                26        62.936       4.500    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X6A_A7TSULP_C50                                 24        58.094      22.971    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X6B_A7TEHULP_C50                               172       416.343      32.710    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X6B_A7TSULP_C50                                 64       154.918      58.766    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X6M_A7TEHULP_C50                                38        91.983       5.122    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X8A_A7TEHULP_C50                               547      1731.474     142.358    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X8A_A7TSULP_C50                                 37       117.120      44.506    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X8B_A7TEHULP_C50                               496      1570.038     124.593    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X8B_A7TSULP_C50                                156       493.802     185.892    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND2_X8M_A7TEHULP_C50                                13        41.150       2.678    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND2_X8M_A7TSULP_C50                                  3         9.496       2.457    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3BB_X1M_A7TEHULP_C50                            1527      1421.637      37.687    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3BB_X1M_A7TSULP_C50                               79        73.549      11.322    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3BB_X1P4M_A7TEHULP_C50                            68        88.631       2.065    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3BB_X1P4M_A7TSULP_C50                              9        11.731       2.558    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3BB_X2M_A7TEHULP_C50                              41        53.439       1.836    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3BB_X2M_A7TSULP_C50                               10        13.034       3.700    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3BB_X3M_A7TEHULP_C50                              12        24.578       0.780    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3BB_X3M_A7TSULP_C50                                2         4.096       1.543    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3BB_X4M_A7TEHULP_C50                               4         9.682       0.261    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3BB_X8M_A7TEHULP_C50                               1         5.027       0.260    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3B_X1M_A7TEHULP_C50                                7         7.820       0.162    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3B_X1M_A7TSULP_C50                                12        13.406       3.265    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3B_X1P4M_A7TEHULP_C50                              1         1.676       0.019    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3B_X1P4M_A7TSULP_C50                               3         5.027       0.653    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3B_X2M_A7TSULP_C50                                 1         1.676       0.388    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3B_X3M_A7TEHULP_C50                                1         2.048       0.033    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3B_X4M_A7TEHULP_C50                                1         2.793       0.090    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3XXB_X1M_A7TEHULP_C50                           1119      1041.789      28.016    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3XXB_X1M_A7TSULP_C50                              17        15.827       3.350    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3XXB_X1P4M_A7TEHULP_C50                            4         6.703       0.148    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3XXB_X1P4M_A7TSULP_C50                            11        18.434       3.369    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3XXB_X2M_A7TEHULP_C50                              7        11.731       0.356    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
